px,py,pz,alvox,alvoy,alvoz,acao0,acao1,acao2,acao3,acao4,acao5
49,21,20,44,20,48,1,0,0,0,0,0
23,14,4,30,24,18,1,0,0,0,0,0
8,3,21,29,36,3,0,0,1,0,0,0
43,17,16,49,8,39,1,0,0,0,0,0
3,43,4,43,24,37,0,0,0,0,1,0
40,20,0,32,14,11,1,0,0,0,0,0
28,23,12,17,15,6,0,0,0,0,0,1
49,21,38,33,29,47,0,0,0,0,0,1
29,25,39,44,23,47,0,0,0,0,1,0
3,9,9,22,26,49,1,0,0,0,0,0
37,40,43,3,7,27,0,0,0,0,0,1
47,28,39,38,23,14,0,1,0,0,0,0
38,22,31,6,29,49,0,0,0,0,0,1
0,7,31,10,25,21,0,0,1,0,0,0
46,9,30,43,4,1,0,1,0,0,0,0
20,4,34,12,13,24,0,1,0,0,0,0
6,44,14,2,29,4,0,0,0,1,0,0
41,42,38,38,4,34,0,0,0,1,0,0
30,19,40,46,37,20,0,1,0,0,0,0
49,4,43,36,44,11,0,0,1,0,0,0
20,43,12,7,9,2,0,0,0,1,0,0
15,41,23,2,30,12,0,0,0,0,0,1
8,37,23,40,49,40,0,0,0,0,1,0
9,18,45,9,2,31,0,0,0,1,0,0
3,0,16,28,6,25,0,0,0,0,1,0
32,7,36,34,49,46,0,0,1,0,0,0
12,7,26,42,15,45,0,0,0,0,1,0
21,29,20,26,14,23,0,0,0,1,0,0
49,39,35,26,36,13,0,0,0,0,0,1
41,31,8,34,8,44,1,0,0,0,0,0
2,31,23,25,14,46,1,0,0,0,0,0
29,39,37,0,22,3,0,1,0,0,0,0
29,5,5,41,17,22,1,0,0,0,0,0
40,14,0,27,30,8,0,0,1,0,0,0
27,18,19,24,25,37,1,0,0,0,0,0
2,41,15,1,43,9,0,1,0,0,0,0
48,2,28,33,16,42,0,0,0,0,0,1
25,39,12,3,35,14,0,0,0,0,0,1
6,0,7,32,27,30,0,0,1,0,0,0
26,12,34,7,29,4,0,1,0,0,0,0
13,27,45,32,18,14,0,1,0,0,0,0
16,27,3,30,36,29,1,0,0,0,0,0
28,3,21,39,40,1,0,0,1,0,0,0
22,33,8,29,15,5,0,0,0,1,0,0
43,1,15,38,4,39,1,0,0,0,0,0
35,47,28,20,48,21,0,0,0,0,0,1
43,47,33,33,24,38,0,0,0,1,0,0
35,22,47,27,19,31,0,1,0,0,0,0
43,10,36,22,11,11,0,1,0,0,0,0
27,33,35,1,25,28,0,0,0,0,0,1
12,27,11,9,30,33,1,0,0,0,0,0
33,6,33,24,30,15,0,0,1,0,0,0
37,23,1,25,1,30,1,0,0,0,0,0
24,38,47,4,13,44,0,0,0,1,0,0
24,48,41,24,17,7,0,1,0,0,0,0
45,46,43,21,36,2,0,1,0,0,0,0
36,11,22,37,22,8,0,1,0,0,0,0
29,18,41,13,13,34,0,0,0,0,0,1
13,42,23,3,11,32,0,0,0,1,0,0
33,35,25,45,33,2,0,1,0,0,0,0
35,4,34,33,21,41,0,0,1,0,0,0
37,1,45,21,2,21,0,1,0,0,0,0
8,16,15,19,35,7,0,0,1,0,0,0
30,19,6,49,37,10,0,0,0,0,1,0
21,39,38,0,44,37,0,0,0,0,0,1
10,42,49,20,17,23,0,1,0,0,0,0
9,2,38,35,45,48,0,0,1,0,0,0
10,24,22,20,6,44,1,0,0,0,0,0
49,35,0,44,27,17,1,0,0,0,0,0
42,4,35,46,18,25,0,0,1,0,0,0
45,42,13,29,30,37,1,0,0,0,0,0
13,48,9,49,9,38,0,0,0,1,0,0
2,43,19,48,16,26,0,0,0,0,1,0
19,0,23,46,14,31,0,0,0,0,1,0
32,14,24,44,12,49,1,0,0,0,0,0
41,18,30,21,23,47,0,0,0,0,0,1
29,6,38,32,32,35,0,0,1,0,0,0
6,4,45,41,10,40,0,0,0,0,1,0
20,38,5,12,28,48,1,0,0,0,0,0
44,44,18,40,36,5,0,1,0,0,0,0
37,9,30,6,8,31,0,0,0,0,0,1
21,35,18,26,36,37,1,0,0,0,0,0
35,18,3,12,24,18,0,0,0,0,0,1
43,30,10,14,9,32,0,0,0,0,0,1
14,1,20,34,43,26,0,0,1,0,0,0
28,48,6,20,18,31,0,0,0,1,0,0
45,18,46,19,20,24,0,0,0,0,0,1
23,49,34,48,24,0,0,1,0,0,0,0
11,46,19,43,49,41,0,0,0,0,1,0
13,4,38,29,6,36,0,0,0,0,1,0
3,26,20,31,2,32,0,0,0,0,1,0
26,33,0,12,28,3,0,0,0,0,0,1
12,29,16,37,11,5,0,0,0,0,1,0
7,23,17,28,18,39,1,0,0,0,0,0
30,23,29,22,17,40,1,0,0,0,0,0
24,36,45,47,15,9,0,1,0,0,0,0
35,47,43,32,16,43,0,0,0,1,0,0
41,33,17,29,5,33,0,0,0,1,0,0
4,25,31,38,0,16,0,0,0,0,1,0
36,23,38,26,5,14,0,1,0,0,0,0
1,35,33,28,22,30,0,0,0,0,1,0
34,1,20,45,29,36,0,0,1,0,0,0
34,5,15,28,14,20,0,0,1,0,0,0
32,31,29,3,45,16,0,0,0,0,0,1
9,30,32,25,24,35,0,0,0,0,1,0
8,16,11,12,28,36,1,0,0,0,0,0
7,8,34,37,21,10,0,0,0,0,1,0
27,49,25,19,2,17,0,0,0,1,0,0
49,45,14,6,11,40,0,0,0,0,0,1
29,12,31,1,0,32,0,0,0,0,0,1
46,21,38,36,24,17,0,1,0,0,0,0
39,33,1,1,38,2,0,0,0,0,0,1
5,44,3,45,29,36,0,0,0,0,1,0
41,27,25,37,5,19,0,0,0,1,0,0
49,0,44,7,6,41,0,0,0,0,0,1
46,31,12,40,4,30,0,0,0,1,0,0
25,38,25,21,27,18,0,0,0,1,0,0
43,7,13,20,21,2,0,0,0,0,0,1
27,38,43,27,15,22,0,0,0,1,0,0
2,27,5,26,0,23,0,0,0,1,0,0
0,25,40,26,4,24,0,0,0,0,1,0
19,24,40,28,9,19,0,1,0,0,0,0
30,47,43,4,32,17,0,1,0,0,0,0
38,44,8,23,1,20,0,0,0,1,0,0
24,29,1,29,2,40,1,0,0,0,0,0
21,39,16,23,6,33,0,0,0,1,0,0
38,11,40,34,46,3,0,1,0,0,0,0
29,23,3,30,10,26,1,0,0,0,0,0
28,26,40,49,35,33,0,0,0,0,1,0
45,1,34,36,33,15,0,0,1,0,0,0
37,19,14,40,15,5,0,1,0,0,0,0
36,28,43,10,2,45,0,0,0,1,0,0
27,49,17,42,33,23,0,0,0,1,0,0
41,5,35,29,34,26,0,0,1,0,0,0
2,0,37,49,7,40,0,0,0,0,1,0
25,43,46,12,10,49,0,0,0,1,0,0
45,47,7,31,49,3,0,0,0,0,0,1
5,16,1,9,7,47,1,0,0,0,0,0
40,13,43,33,25,32,0,0,1,0,0,0
36,43,15,11,49,40,1,0,0,0,0,0
40,16,26,9,47,35,0,0,1,0,0,0
46,43,42,28,8,14,0,0,0,1,0,0
3,23,18,34,19,8,0,0,0,0,1,0
39,34,47,36,46,19,0,1,0,0,0,0
35,41,44,22,44,8,0,1,0,0,0,0
25,17,41,2,31,21,0,0,0,0,0,1
40,49,33,1,21,40,0,0,0,0,0,1
2,44,19,48,38,2,0,0,0,0,1,0
31,10,33,16,46,6,0,0,1,0,0,0
9,22,28,22,7,12,0,1,0,0,0,0
31,3,31,30,49,33,0,0,1,0,0,0
26,33,20,42,25,10,0,0,0,0,1,0
9,3,35,28,23,21,0,0,1,0,0,0
49,39,14,10,25,46,0,0,0,0,0,1
27,3,44,24,43,2,0,1,0,0,0,0
48,36,47,25,38,47,0,0,0,0,0,1
31,6,0,6,27,48,1,0,0,0,0,0
33,26,41,8,24,22,0,0,0,0,0,1
26,2,47,44,2,40,0,0,0,0,1,0
22,3,42,34,22,38,0,0,1,0,0,0
49,17,14,8,17,44,0,0,0,0,0,1
26,38,18,5,30,8,0,0,0,0,0,1
17,15,1,6,4,14,1,0,0,0,0,0
38,9,8,2,4,7,0,0,0,0,0,1
46,10,47,30,41,14,0,1,0,0,0,0
25,17,11,30,38,13,0,0,1,0,0,0
23,15,14,19,47,2,0,0,1,0,0,0
23,20,32,4,47,0,0,1,0,0,0,0
17,27,44,4,22,17,0,1,0,0,0,0
6,45,19,27,3,26,0,0,0,1,0,0
6,21,18,5,9,42,1,0,0,0,0,0
41,37,8,8,16,25,0,0,0,0,0,1
3,40,16,5,35,26,1,0,0,0,0,0
20,7,17,11,49,6,0,0,1,0,0,0
10,13,30,23,2,36,0,0,0,0,1,0
8,19,49,10,25,8,0,1,0,0,0,0
20,49,18,23,17,24,0,0,0,1,0,0
25,19,46,9,29,15,0,1,0,0,0,0
12,3,29,18,18,45,1,0,0,0,0,0
14,45,48,37,26,37,0,0,0,0,1,0
44,4,45,21,5,16,0,1,0,0,0,0
33,4,18,15,34,46,0,0,1,0,0,0
22,35,33,10,29,29,0,0,0,0,0,1
17,19,0,3,10,13,0,0,0,0,0,1
40,34,8,16,47,13,0,0,0,0,0,1
18,0,5,7,32,5,0,0,1,0,0,0
4,3,12,42,11,19,0,0,0,0,1,0
24,34,16,38,36,3,0,0,0,0,1,0
12,34,12,48,45,4,0,0,0,0,1,0
26,32,46,36,40,24,0,1,0,0,0,0
47,14,38,12,21,7,0,0,0,0,0,1
12,20,47,1,30,44,0,0,0,0,0,1
4,38,23,33,18,14,0,0,0,0,1,0
19,41,34,13,35,5,0,1,0,0,0,0
23,2,33,10,29,2,0,1,0,0,0,0
16,13,49,14,23,23,0,1,0,0,0,0
37,38,20,35,34,0,0,1,0,0,0,0
27,0,47,9,9,25,0,1,0,0,0,0
39,18,47,22,15,15,0,1,0,0,0,0
31,15,2,3,34,44,1,0,0,0,0,0
31,37,8,20,14,26,0,0,0,1,0,0
34,36,41,26,35,49,1,0,0,0,0,0
12,16,36,12,27,48,1,0,0,0,0,0
34,29,17,48,26,11,0,0,0,0,1,0
19,2,28,33,37,1,0,0,1,0,0,0
19,39,20,21,19,48,1,0,0,0,0,0
10,17,29,31,15,5,0,1,0,0,0,0
3,29,30,0,32,33,1,0,0,0,0,0
19,30,42,36,16,8,0,1,0,0,0,0
36,40,41,11,37,35,0,0,0,0,0,1
44,10,20,24,3,27,0,0,0,0,0,1
45,43,7,46,41,25,1,0,0,0,0,0
0,12,4,3,45,43,1,0,0,0,0,0
3,8,20,18,7,19,0,0,0,0,1,0
42,17,24,5,39,20,0,0,0,0,0,1
28,31,41,27,16,17,0,1,0,0,0,0
36,47,42,36,48,2,0,1,0,0,0,0
25,42,34,48,26,16,0,0,0,0,1,0
10,27,38,40,9,36,0,0,0,0,1,0
39,13,39,27,19,29,0,0,0,0,0,1
17,24,4,14,17,4,0,0,0,1,0,0
19,18,23,38,3,36,0,0,0,0,1,0
23,40,11,42,6,19,0,0,0,1,0,0
37,34,17,7,25,47,1,0,0,0,0,0
39,35,37,4,2,19,0,0,0,0,0,1
44,30,48,16,26,13,0,1,0,0,0,0
34,26,13,21,2,44,1,0,0,0,0,0
2,9,5,43,17,27,0,0,0,0,1,0
21,16,27,9,49,12,0,0,1,0,0,0
48,22,2,20,44,31,1,0,0,0,0,0
39,25,15,17,3,49,1,0,0,0,0,0
22,11,20,9,12,29,0,0,0,0,0,1
25,16,9,45,46,25,0,0,1,0,0,0
47,2,42,3,34,34,0,0,0,0,0,1
43,21,22,25,24,39,0,0,0,0,0,1
20,47,19,40,45,8,0,0,0,0,1,0
27,10,31,31,38,40,0,0,1,0,0,0
33,38,17,1,11,33,0,0,0,0,0,1
4,9,8,34,33,34,0,0,0,0,1,0
37,48,34,33,45,45,1,0,0,0,0,0
3,21,25,38,17,31,0,0,0,0,1,0
3,23,12,10,21,5,0,1,0,0,0,0
3,13,6,17,13,30,1,0,0,0,0,0
28,21,36,8,10,13,0,1,0,0,0,0
39,1,11,47,9,7,0,0,1,0,0,0
15,5,6,3,40,31,0,0,1,0,0,0
46,26,34,30,7,20,0,0,0,1,0,0
31,17,33,34,43,20,0,0,1,0,0,0
24,9,44,44,0,3,0,1,0,0,0,0
20,15,10,43,40,11,0,0,1,0,0,0
28,12,34,28,47,22,0,0,1,0,0,0
35,18,0,41,36,5,0,0,1,0,0,0
6,39,19,49,21,18,0,0,0,0,1,0
3,14,43,9,48,0,0,1,0,0,0,0
42,43,15,3,22,10,0,0,0,0,0,1
7,26,29,9,45,35,0,0,1,0,0,0
39,20,26,49,35,27,0,0,1,0,0,0
35,35,5,48,18,6,0,0,0,1,0,0
31,36,48,33,33,25,0,1,0,0,0,0
29,10,11,23,28,26,0,0,1,0,0,0
27,20,47,26,38,49,0,0,1,0,0,0
12,13,18,8,0,19,0,0,0,1,0,0
4,13,12,47,6,33,0,0,0,0,1,0
11,19,29,24,1,30,0,0,0,1,0,0
25,39,4,33,18,21,0,0,0,1,0,0
23,4,45,44,3,34,0,0,0,0,1,0
19,20,26,20,12,17,0,1,0,0,0,0
30,12,14,14,31,27,0,0,1,0,0,0
27,11,6,47,5,3,0,0,0,0,1,0
18,29,35,49,31,17,0,0,0,0,1,0
15,15,46,17,22,4,0,1,0,0,0,0
24,3,16,45,1,11,0,0,0,0,1,0
17,42,3,36,18,16,0,0,0,1,0,0
46,19,43,9,7,47,0,0,0,0,0,1
17,24,43,31,12,20,0,1,0,0,0,0
10,15,22,39,32,49,0,0,0,0,1,0
25,40,8,31,31,15,0,0,0,1,0,0
0,38,41,45,47,42,0,0,0,0,1,0
13,5,2,9,16,44,1,0,0,0,0,0
35,4,28,36,11,47,1,0,0,0,0,0
45,1,14,13,2,47,1,0,0,0,0,0
1,43,10,1,48,11,0,0,1,0,0,0
30,8,25,4,2,22,0,0,0,0,0,1
26,39,17,49,17,45,1,0,0,0,0,0
31,26,7,37,18,34,1,0,0,0,0,0
14,40,47,26,37,42,0,0,0,0,1,0
3,16,0,43,31,9,0,0,0,0,1,0
34,31,15,40,17,4,0,0,0,1,0,0
34,2,19,33,45,37,0,0,1,0,0,0
21,25,21,24,12,10,0,0,0,1,0,0
10,46,5,8,37,38,1,0,0,0,0,0
19,43,2,4,39,35,1,0,0,0,0,0
27,5,1,27,15,39,1,0,0,0,0,0
37,27,10,11,4,28,0,0,0,0,0,1
5,6,14,20,8,34,1,0,0,0,0,0
15,48,42,48,35,4,0,1,0,0,0,0
30,46,1,38,30,27,1,0,0,0,0,0
5,44,45,24,36,1,0,1,0,0,0,0
47,33,10,0,10,6,0,0,0,0,0,1
20,39,39,14,3,29,0,0,0,1,0,0
10,10,22,14,33,37,0,0,1,0,0,0
42,46,15,29,13,46,0,0,0,1,0,0
42,32,24,36,1,20,0,0,0,1,0,0
13,9,3,21,46,17,0,0,1,0,0,0
45,2,2,48,13,2,0,0,1,0,0,0
36,1,39,48,42,47,0,0,1,0,0,0
25,29,29,22,2,3,0,0,0,1,0,0
45,21,36,30,6,46,0,0,0,1,0,0
38,21,34,0,1,5,0,0,0,0,0,1
23,42,30,20,30,5,0,1,0,0,0,0
30,38,9,25,37,10,0,0,0,0,0,1
41,45,14,9,44,4,0,0,0,0,0,1
10,10,12,18,47,3,0,0,1,0,0,0
41,19,15,22,30,46,1,0,0,0,0,0
34,16,4,1,17,22,0,0,0,0,0,1
30,32,40,23,6,21,0,0,0,1,0,0
16,49,7,38,2,22,0,0,0,1,0,0
13,20,16,27,8,29,0,0,0,0,1,0
6,39,2,49,16,44,0,0,0,0,1,0
47,25,1,0,12,6,0,0,0,0,0,1
33,34,12,26,8,19,0,0,0,1,0,0
18,24,15,37,25,8,0,0,0,0,1,0
23,18,49,15,19,45,0,0,0,0,0,1
6,28,25,10,46,38,0,0,1,0,0,0
40,10,17,40,29,21,0,0,1,0,0,0
42,20,8,3,38,42,0,0,0,0,0,1
0,34,36,40,48,10,0,0,0,0,1,0
32,9,36,35,9,19,0,1,0,0,0,0
5,44,32,31,15,19,0,0,0,1,0,0
44,2,1,21,21,32,1,0,0,0,0,0
12,18,10,41,39,40,1,0,0,0,0,0
43,16,0,21,10,24,1,0,0,0,0,0
38,43,12,15,39,22,0,0,0,0,0,1
34,35,3,44,34,21,1,0,0,0,0,0
17,14,12,13,16,49,1,0,0,0,0,0
13,17,45,31,12,48,0,0,0,0,1,0
39,24,47,25,45,31,0,0,1,0,0,0
3,18,1,5,39,36,1,0,0,0,0,0
47,26,29,18,38,32,0,0,0,0,0,1
27,4,41,8,49,33,0,0,1,0,0,0
34,1,10,34,40,10,0,0,1,0,0,0
36,43,26,15,35,27,0,0,0,0,0,1
46,16,45,4,31,33,0,0,0,0,0,1
42,7,29,5,24,6,0,0,0,0,0,1
6,9,20,14,29,30,0,0,1,0,0,0
29,37,44,39,16,0,0,1,0,0,0,0
43,48,30,40,42,27,0,0,0,1,0,0
40,15,35,39,15,47,1,0,0,0,0,0
20,0,47,13,14,43,0,0,1,0,0,0
8,6,7,48,2,29,0,0,0,0,1,0
17,5,44,45,1,32,0,0,0,0,1,0
5,38,33,37,6,22,0,0,0,1,0,0
32,21,49,2,6,17,0,1,0,0,0,0
6,16,31,43,38,35,0,0,0,0,1,0
26,27,48,49,7,17,0,1,0,0,0,0
29,28,24,33,28,3,0,1,0,0,0,0
20,16,8,12,10,49,1,0,0,0,0,0
24,16,28,0,1,3,0,1,0,0,0,0
5,15,37,30,40,25,0,0,1,0,0,0
5,30,33,2,23,7,0,1,0,0,0,0
41,38,4,22,10,2,0,0,0,1,0,0
0,30,46,33,40,13,0,1,0,0,0,0
27,37,19,6,16,22,0,0,0,1,0,0
28,21,32,5,49,31,0,0,1,0,0,0
19,20,18,32,10,29,0,0,0,0,1,0
2,34,22,7,44,11,0,1,0,0,0,0
19,42,4,7,36,15,0,0,0,0,0,1
21,8,14,27,36,2,0,0,1,0,0,0
41,10,2,17,1,33,1,0,0,0,0,0
12,28,31,35,18,12,0,0,0,0,1,0
34,37,15,22,3,13,0,0,0,1,0,0
14,22,33,25,27,39,0,0,0,0,1,0
15,33,7,30,34,26,1,0,0,0,0,0
5,47,35,17,47,23,0,1,0,0,0,0
23,16,1,4,16,19,0,0,0,0,0,1
39,43,23,17,39,33,0,0,0,0,0,1
27,39,14,3,27,1,0,0,0,0,0,1
12,26,36,47,9,17,0,0,0,0,1,0
31,29,17,15,29,19,0,0,0,0,0,1
21,22,33,32,6,28,0,0,0,1,0,0
46,48,20,48,0,27,0,0,0,1,0,0
16,23,49,22,11,12,0,1,0,0,0,0
23,47,1,3,33,29,1,0,0,0,0,0
24,21,30,22,8,11,0,1,0,0,0,0
48,5,39,43,13,4,0,1,0,0,0,0
16,0,31,9,13,11,0,1,0,0,0,0
49,24,45,10,8,32,0,0,0,0,0,1
19,26,23,19,43,49,1,0,0,0,0,0
35,45,24,9,17,35,0,0,0,1,0,0
31,45,15,11,40,9,0,0,0,0,0,1
38,13,14,43,35,35,0,0,1,0,0,0
33,11,24,36,48,5,0,0,1,0,0,0
6,48,11,49,42,5,0,0,0,0,1,0
35,36,9,34,31,34,1,0,0,0,0,0
39,9,12,18,44,7,0,0,1,0,0,0
46,10,47,44,27,48,0,0,1,0,0,0
34,41,45,30,4,43,0,0,0,1,0,0
8,31,22,12,9,9,0,0,0,1,0,0
43,40,23,18,6,16,0,0,0,1,0,0
37,46,3,24,34,28,1,0,0,0,0,0
31,25,34,48,31,28,0,0,0,0,1,0
47,23,5,33,41,13,0,0,1,0,0,0
33,23,1,47,0,31,1,0,0,0,0,0
26,31,32,0,9,19,0,0,0,0,0,1
9,13,15,29,37,43,1,0,0,0,0,0
10,42,27,32,45,24,0,0,0,0,1,0
2,39,11,12,36,12,0,0,0,0,1,0
44,7,47,49,3,13,0,1,0,0,0,0
48,1,27,30,24,41,0,0,1,0,0,0
30,18,22,46,45,6,0,0,1,0,0,0
27,40,9,16,30,47,1,0,0,0,0,0
9,36,38,25,23,3,0,1,0,0,0,0
29,16,12,4,11,13,0,0,0,0,0,1
25,9,20,36,30,4,0,0,1,0,0,0
5,15,13,30,28,44,1,0,0,0,0,0
20,32,36,3,38,26,0,0,0,0,0,1
18,44,34,29,6,31,0,0,0,1,0,0
22,42,37,0,6,39,0,0,0,1,0,0
6,41,20,29,13,45,0,0,0,1,0,0
6,4,17,35,45,24,0,0,1,0,0,0
24,32,35,41,21,30,0,0,0,0,1,0
5,32,19,43,32,16,0,0,0,0,1,0
40,19,48,1,29,28,0,0,0,0,0,1
17,3,8,2,32,25,0,0,1,0,0,0
38,14,37,9,33,10,0,0,0,0,0,1
42,32,22,47,26,16,0,1,0,0,0,0
17,4,28,10,5,31,0,0,0,0,0,1
2,39,7,17,1,39,0,0,0,1,0,0
30,17,47,14,12,24,0,1,0,0,0,0
27,27,37,6,11,18,0,0,0,0,0,1
7,9,39,2,10,39,0,0,0,0,0,1
21,22,26,36,9,16,0,0,0,0,1,0
17,16,27,4,5,7,0,1,0,0,0,0
21,14,36,27,22,27,0,1,0,0,0,0
34,33,22,19,35,10,0,0,0,0,0,1
47,17,17,11,22,25,0,0,0,0,0,1
28,1,36,41,6,12,0,1,0,0,0,0
30,23,49,35,30,2,0,1,0,0,0,0
19,21,26,21,7,5,0,1,0,0,0,0
27,19,27,14,15,32,0,0,0,0,0,1
4,2,39,34,38,29,0,0,1,0,0,0
42,35,32,33,3,11,0,0,0,1,0,0
14,30,26,11,46,37,0,0,1,0,0,0
32,28,4,40,5,7,0,0,0,1,0,0
26,4,27,16,29,28,0,0,1,0,0,0
47,49,17,35,0,37,0,0,0,1,0,0
35,39,6,17,31,6,0,0,0,0,0,1
26,47,21,23,31,37,1,0,0,0,0,0
43,35,32,31,0,15,0,0,0,1,0,0
6,28,44,33,11,49,0,0,0,0,1,0
37,27,26,11,37,48,0,0,0,0,0,1
24,16,2,31,23,41,1,0,0,0,0,0
6,28,8,15,27,41,1,0,0,0,0,0
19,23,10,35,29,41,1,0,0,0,0,0
35,8,24,3,4,27,0,0,0,0,0,1
19,13,21,5,18,46,1,0,0,0,0,0
3,4,14,25,27,5,0,0,1,0,0,0
34,45,1,25,46,16,1,0,0,0,0,0
48,22,15,4,6,26,0,0,0,0,0,1
5,16,8,31,12,35,1,0,0,0,0,0
44,45,30,33,32,37,0,0,0,1,0,0
21,32,7,36,4,10,0,0,0,1,0,0
28,23,48,24,31,19,0,1,0,0,0,0
28,44,30,7,49,32,0,0,0,0,0,1
31,37,49,9,1,8,0,1,0,0,0,0
40,9,44,34,27,4,0,1,0,0,0,0
6,7,43,4,26,6,0,1,0,0,0,0
49,0,13,32,42,25,0,0,1,0,0,0
26,49,46,21,26,42,0,0,0,1,0,0
20,3,40,21,35,11,0,0,1,0,0,0
45,35,43,10,5,25,0,0,0,0,0,1
22,6,25,34,19,32,0,0,1,0,0,0
46,30,0,39,9,34,1,0,0,0,0,0
27,45,36,35,19,15,0,0,0,1,0,0
15,33,37,41,7,5,0,1,0,0,0,0
46,48,30,6,24,7,0,0,0,0,0,1
30,8,24,42,48,8,0,0,1,0,0,0
7,29,2,3,27,16,1,0,0,0,0,0
36,17,34,41,45,41,0,0,1,0,0,0
17,48,15,35,7,13,0,0,0,1,0,0
47,28,27,19,4,3,0,0,0,0,0,1
39,48,41,46,35,3,0,1,0,0,0,0
39,3,23,31,20,37,0,0,1,0,0,0
0,45,43,23,46,3,0,1,0,0,0,0
35,20,17,8,23,17,0,0,0,0,0,1
15,48,49,22,17,29,0,0,0,1,0,0
19,24,27,10,48,35,0,0,1,0,0,0
0,10,0,20,17,11,0,0,0,0,1,0
18,15,24,42,36,48,1,0,0,0,0,0
21,13,19,1,31,15,0,0,0,0,0,1
48,49,48,39,1,28,0,0,0,1,0,0
31,31,37,13,33,47,0,0,0,0,0,1
19,1,41,27,47,38,0,0,1,0,0,0
5,30,41,3,0,23,0,0,0,1,0,0
14,47,37,15,38,2,0,1,0,0,0,0
44,47,34,16,17,6,0,0,0,1,0,0
18,38,11,20,18,19,0,0,0,1,0,0
38,10,31,5,3,5,0,0,0,0,0,1
31,7,4,21,21,2,0,0,1,0,0,0
18,24,24,22,23,36,1,0,0,0,0,0
24,15,9,11,42,30,0,0,1,0,0,0
47,13,0,43,7,43,1,0,0,0,0,0
17,14,5,39,21,31,1,0,0,0,0,0
22,20,5,17,45,7,0,0,1,0,0,0
13,17,17,34,34,36,0,0,0,0,1,0
47,33,24,38,35,1,0,1,0,0,0,0
33,11,49,5,25,2,0,1,0,0,0,0
47,0,21,8,14,3,0,0,0,0,0,1
15,0,21,13,16,11,0,0,1,0,0,0
0,36,15,0,1,5,0,0,0,1,0,0
21,28,15,37,29,40,1,0,0,0,0,0
47,30,47,42,0,33,0,0,0,1,0,0
9,22,2,7,39,16,0,0,1,0,0,0
4,10,16,22,20,27,0,0,0,0,1,0
49,2,13,17,4,28,0,0,0,0,0,1
38,35,9,10,28,33,0,0,0,0,0,1
28,14,8,6,21,7,0,0,0,0,0,1
41,29,7,40,36,43,1,0,0,0,0,0
18,41,33,21,13,46,0,0,0,1,0,0
23,34,4,20,13,12,0,0,0,1,0,0
28,5,22,49,39,3,0,0,1,0,0,0
13,49,49,34,14,2,0,1,0,0,0,0
6,1,15,42,33,16,0,0,0,0,1,0
10,11,7,34,28,48,1,0,0,0,0,0
12,42,28,23,15,10,0,0,0,1,0,0
14,20,35,14,25,17,0,1,0,0,0,0
17,4,26,38,47,2,0,0,1,0,0,0
9,2,37,19,45,11,0,0,1,0,0,0
14,49,36,37,31,16,0,0,0,0,1,0
45,19,36,40,20,2,0,1,0,0,0,0
16,43,22,2,47,8,0,1,0,0,0,0
28,35,27,25,32,22,0,1,0,0,0,0
35,45,26,42,27,10,0,0,0,1,0,0
30,1,34,34,34,1,0,1,0,0,0,0
24,29,48,25,21,33,0,1,0,0,0,0
33,21,38,19,12,21,0,1,0,0,0,0
14,34,23,20,25,32,1,0,0,0,0,0
38,5,24,4,37,46,0,0,0,0,0,1
21,11,4,48,36,2,0,0,0,0,1,0
25,23,17,26,18,39,1,0,0,0,0,0
28,39,22,32,34,8,0,1,0,0,0,0
48,14,9,29,6,26,0,0,0,0,0,1
28,22,38,42,37,33,0,0,1,0,0,0
4,30,40,30,16,6,0,1,0,0,0,0
10,49,3,33,29,5,0,0,0,0,1,0
21,20,49,38,40,38,0,0,1,0,0,0
16,30,36,30,12,13,0,1,0,0,0,0
30,45,36,8,7,33,0,0,0,1,0,0
23,1,9,39,18,9,0,0,1,0,0,0
16,32,36,7,10,38,0,0,0,1,0,0
11,47,44,37,44,33,0,0,0,0,1,0
6,21,34,7,42,18,0,0,1,0,0,0
27,39,47,45,48,37,0,0,0,0,1,0
14,2,2,36,49,27,0,0,1,0,0,0
40,49,2,32,28,36,1,0,0,0,0,0
22,31,5,16,49,44,1,0,0,0,0,0
42,4,45,46,46,32,0,0,1,0,0,0
39,26,6,19,5,24,0,0,0,1,0,0
3,25,40,36,2,7,0,1,0,0,0,0
9,23,25,11,43,4,0,1,0,0,0,0
40,2,6,31,17,44,1,0,0,0,0,0
28,20,10,6,19,34,1,0,0,0,0,0
26,37,33,41,20,6,0,1,0,0,0,0
24,6,34,37,33,0,0,1,0,0,0,0
11,18,21,3,3,15,0,0,0,1,0,0
13,45,35,36,10,6,0,0,0,1,0,0
8,46,22,4,36,20,0,0,0,1,0,0
45,11,48,6,38,30,0,0,0,0,0,1
28,21,27,36,29,33,0,0,1,0,0,0
18,23,31,7,20,24,0,0,0,0,0,1
14,22,34,16,39,48,0,0,1,0,0,0
9,25,2,4,19,15,1,0,0,0,0,0
45,35,42,4,26,30,0,0,0,0,0,1
38,9,34,45,10,36,0,0,0,0,1,0
16,40,43,8,18,39,0,0,0,1,0,0
3,22,41,25,37,49,0,0,0,0,1,0
22,26,14,7,18,42,1,0,0,0,0,0
11,36,42,40,47,41,0,0,0,0,1,0
14,13,37,18,26,33,0,0,1,0,0,0
7,32,0,13,20,25,1,0,0,0,0,0
2,32,0,43,21,7,0,0,0,0,1,0
