px,py,pz,alvox,alvoy,alvoz,choque0_x,choque0_y,choque0_z,choque1_x,choque1_y,choque1_z,choque2_x,choque2_y,choque2_z,choque3_x,choque3_y,choque3_z,choque4_x,choque4_y,choque4_z,choque5_x,choque5_y,choque5_z,acao0,acao1,acao2,acao3,acao4,acao5
20,18,22,17,21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
46,46,0,37,32,8,0,0,0,0,0,0,0,0,0,46,45,0,0,0,0,0,0,0,0,0,0,1,0,0
42,19,4,44,37,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5,35,16,6,28,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
14,39,1,3,44,26,14,39,2,0,0,0,0,0,0,0,0,0,0,0,0,15,39,1,1,0,0,0,0,0
21,9,11,25,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22,9,47,37,39,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,18,16,12,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,30,14,36,37,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21,35,44,17,42,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,39,46,28,41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37,26,21,38,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,23,4,1,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,13,38,8,34,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13,30,24,26,19,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,41,41,49,22,39,0,0,0,33,41,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48,14,33,47,47,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,11,48,29,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35,29,47,22,21,26,0,0,0,0,0,0,0,0,0,35,28,47,0,0,0,0,0,0,0,1,0,0,0,0
14,32,6,45,22,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7,13,18,45,39,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16,5,32,21,29,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,24,22,34,30,30,0,0,0,0,0,0,0,0,0,0,0,0,3,24,22,0,0,0,0,0,0,0,1,0
1,4,1,17,25,17,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0
29,23,14,45,49,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,23,14,0,0,1,0,0,0
15,32,24,35,13,38,0,0,0,15,32,23,0,0,0,0,0,0,15,31,24,0,0,0,0,0,0,0,1,0
41,13,11,26,35,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,36,6,0,18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
42,44,48,9,43,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,9,43,38,18,23,0,0,0,6,9,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24,7,42,6,45,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,33,39,8,1,40,0,0,0,0,0,0,0,0,0,29,32,39,0,0,0,0,0,0,0,0,0,1,0,0
19,26,25,5,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,1,26,43,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
21,48,22,1,44,6,0,0,0,21,48,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,7,3,34,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48,32,36,26,15,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,32,0,35,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,35,44,7,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,35,44,0,1,0,0,0,0
22,22,5,10,39,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6,24,30,47,40,36,0,0,0,0,0,0,6,25,30,0,0,0,0,0,0,7,24,30,0,0,0,0,1,0
27,0,5,45,38,29,0,0,0,0,0,0,27,1,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,29,32,42,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,6,2,3,9,38,0,0,0,0,0,0,11,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,45,41,42,41,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,8,45,32,40,5,0,0,0,13,8,44,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48,16,5,3,12,32,0,0,0,48,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,0,35,30,49,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,19,13,19,7,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42,14,24,22,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9,30,41,18,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18,7,29,11,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,37,29,4,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19,32,41,1,48,20,19,32,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33,48,44,3,25,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,0,28,13,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,33,19,5,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,47,6,38,36,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,47,6,0,0,0,1,0,0
44,24,24,32,42,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,11,18,48,40,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
40,25,46,6,19,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,13,1,27,15,12,41,13,2,0,0,0,0,0,0,41,14,1,0,0,0,0,0,0,0,0,0,0,0,1
15,25,39,9,48,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18,28,17,0,46,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19,29,2,9,5,20,0,0,0,0,0,0,0,0,0,0,0,0,20,29,2,0,0,0,0,0,0,1,0,0
36,16,27,41,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10,40,22,37,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5,10,21,17,13,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,49,36,13,21,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
23,20,18,10,44,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,18,1,0,0,0,0,0
24,5,37,28,47,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29,8,16,44,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,7,7,2,30,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,48,48,1,43,49,31,48,49,0,0,0,31,48,47,31,48,47,0,0,0,0,0,0,0,0,0,0,0,1
16,9,25,2,17,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9,34,24,9,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,3,13,46,46,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19,29,37,42,29,29,0,0,0,0,0,0,19,30,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17,44,9,2,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17,24,42,2,48,48,17,24,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36,40,19,20,30,14,0,0,0,0,0,0,36,41,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,12,11,30,21,12,0,0,0,0,0,0,24,13,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,4,37,11,18,10,0,0,0,0,0,0,0,0,0,3,3,37,0,0,0,0,0,0,0,1,0,0,0,0
32,27,5,46,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
45,12,11,27,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,30,32,0,45,18,0,0,0,33,30,31,0,0,0,33,31,32,0,0,0,0,0,0,0,0,0,0,0,1
22,26,22,31,33,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,22,0,0,0,0,1,0
37,13,27,45,45,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,13,27,0,0,1,0,0,0
13,41,13,35,44,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,28,11,28,29,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,40,6,47,35,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,28,7,1,38,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49,2,12,47,45,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10,47,21,16,32,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17,49,14,8,41,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37,35,48,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30,48,27,17,35,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38,35,41,33,10,4,38,35,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28,41,36,5,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,41,36,0,1,0,0,0,0
9,28,12,19,32,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47,25,6,39,33,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,30,3,1,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,15,9,29,35,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5,15,48,6,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,30,47,15,36,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
21,40,32,21,23,27,0,0,0,21,40,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
39,17,41,21,41,34,0,0,0,39,17,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49,35,47,35,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,41,8,4,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,34,40,19,46,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,44,4,43,33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4,34,3,21,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39,3,46,21,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,34,23,0,36,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,11,28,13,33,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43,44,10,27,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,24,40,34,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29,9,25,40,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12,2,29,21,38,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,32,43,15,30,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,13,14,17,32,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,49,18,21,48,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
41,5,44,23,34,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16,49,18,45,38,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34,29,12,30,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43,13,19,28,37,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27,31,49,11,39,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28,27,4,26,48,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34,6,16,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,13,49,7,49,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41,40,6,37,31,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,3,34,45,11,39,0,0,0,2,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,13,43,5,24,48,0,0,0,23,13,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12,39,12,35,22,26,12,39,13,0,0,0,0,0,0,0,0,0,12,38,12,0,0,0,0,0,0,0,1,0
32,29,22,25,36,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,21,17,37,41,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48,37,13,17,46,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,37,13,0,0,0,0,0,1
42,15,18,31,36,37,42,15,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22,38,31,38,30,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36,8,46,45,33,0,0,0,0,0,0,0,36,9,46,0,0,0,36,7,46,0,0,0,0,1,0,0,0,0
16,32,8,20,9,17,0,0,0,0,0,0,0,0,0,0,0,0,17,32,8,0,0,0,0,0,0,1,0,0
47,30,14,44,4,23,0,0,0,0,0,0,0,0,0,47,29,14,0,0,0,0,0,0,0,0,0,1,0,0
23,16,44,17,6,22,0,0,0,23,16,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,15,28,49,9,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,49,9,12,36,6,19,49,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25,12,48,27,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41,45,26,34,13,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,41,46,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
35,37,33,3,8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,22,41,33,39,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,46,40,4,28,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24,44,12,19,35,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2,32,31,20,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,45,32,34,43,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35,48,32,21,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34,5,5,38,11,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32,8,11,5,35,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49,30,35,40,28,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,35,2,12,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
49,47,18,38,11,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34,7,16,15,6,44,34,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13,23,12,11,47,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,12,0,0,1,0,0,0
40,40,19,20,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,14,5,18,39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46,5,26,35,19,13,0,0,0,0,0,0,0,0,0,46,4,26,0,0,0,0,0,0,0,0,1,0,0,0
27,16,5,8,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,29,14,29,35,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,43,46,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,39,21,44,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,39,21,0,0,0,1,0,0
39,36,15,39,11,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
42,16,48,36,39,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
17,32,44,31,19,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,37,16,14,25,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36,28,11,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,15,15,17,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,11,19,28,44,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
38,13,26,0,24,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,29,14,18,22,10,0,0,0,0,0,0,0,0,0,20,28,14,0,0,0,0,0,0,0,0,0,1,0,0
37,46,19,48,7,2,0,0,0,0,0,0,37,47,19,0,0,0,0,0,0,38,46,19,0,0,0,1,0,0
2,45,37,25,2,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49,18,44,1,27,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,34,11,43,42,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
39,25,28,5,45,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
38,49,44,45,45,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37,11,46,38,31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42,35,45,17,25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18,12,26,49,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15,25,31,37,30,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43,22,13,19,20,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,28,20,28,7,23,28,28,21,0,0,0,28,28,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12,17,2,48,24,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19,3,13,3,22,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
47,33,35,1,40,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
37,39,29,45,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37,34,38,17,35,40,0,0,0,0,0,0,37,35,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,42,23,34,38,15,0,0,0,11,42,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,0,29,26,40,15,0,0,0,0,0,0,14,1,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25,17,18,26,36,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
40,12,5,2,48,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,29,26,3,48,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
31,34,35,26,49,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9,14,5,43,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,5,0,0,0,0,1,0
21,7,48,47,44,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,48,0,0,1,0,0,0
12,18,21,22,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
47,32,17,27,6,30,0,0,0,47,32,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18,40,31,13,41,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4,6,2,36,38,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,32,24,6,24,29,0,0,0,0,0,0,1,33,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4,9,40,27,42,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,36,12,1,44,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33,44,22,2,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
40,31,37,32,14,2,0,0,0,0,0,0,40,32,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38,27,7,18,20,39,0,0,0,0,0,0,0,0,0,38,26,7,0,0,0,0,0,0,1,0,0,0,0,0
4,22,47,11,37,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24,41,15,15,37,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,11,19,44,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,17,33,25,21,39,34,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,31,34,30,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11,11,12,9,20,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26,26,21,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,27,26,21,0,0,0,0,0,0,0,0,1
33,22,49,13,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45,29,37,30,9,37,0,0,0,0,0,0,45,30,37,0,0,0,0,0,0,46,29,37,0,0,0,1,0,0
6,31,0,21,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20,26,17,45,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,10,37,38,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,15,29,30,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33,31,42,35,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48,26,39,47,26,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
42,18,27,41,48,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28,41,18,39,1,42,0,0,0,28,41,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
